trialId,ts,ret
t0,1700000000,0.00840309
t0,1700086400,0.01944371
t0,1700172800,0.03366876
t0,1700259200,0.02121163
t0,1700345600,0.02443508
t0,1700432000,0.01037283
t0,1700518400,0.01396520
t0,1700604800,0.00093361
t0,1700691200,0.02492288
t0,1700777600,0.01700006
t0,1700864000,0.02669159
t0,1700950400,0.01532505
t0,1701036800,0.01814695
t0,1701123200,0.00629489
t0,1701209600,0.01985632
t0,1701296000,0.02169438
t0,1701382400,0.00993743
t0,1701468800,0.02363872
t0,1701555200,0.00349694
t0,1701641600,-0.00278072
t0,1701728000,0.01899717
t0,1701814400,0.02213609
t0,1701900800,0.00799082
t0,1701987200,0.02134108
t0,1702073600,0.01911807
t0,1702160000,0.00382385
t0,1702246400,0.01289445
t0,1702332800,0.01215287
t0,1702419200,0.02223019
t0,1702505600,0.02304984
t0,1702592000,0.00836370
t0,1702678400,0.03253626
t0,1702764800,0.01081927
t0,1702851200,0.02730966
t0,1702937600,0.01965345
t0,1703024000,0.01730020
t0,1703110400,0.02481250
t0,1703196800,0.01059077
t0,1703283200,0.00183836
t0,1703369600,0.00958984
t0,1703456000,0.00850041
t0,1703542400,0.01457022
t0,1703628800,0.01488422
t0,1703715200,0.01382882
t0,1703801600,0.02416211
t0,1703888000,0.00548848
t0,1703974400,0.01629724
t0,1704060800,0.02738682
t0,1704147200,0.02764353
t0,1704233600,0.02233556
t0,1704320000,0.01980958
t0,1704406400,0.03953754
t0,1704492800,0.00613840
t0,1704579200,0.01855428
t0,1704665600,0.01515471
t0,1704752000,0.02883117
t0,1704838400,0.01950794
t0,1704924800,0.01575416
t0,1705011200,0.02701160
t0,1705097600,0.02811510
t0,1705184000,0.00615655
t0,1705270400,0.00518398
t0,1705356800,0.02247011
t0,1705443200,0.01075873
t0,1705529600,0.00538164
t0,1705616000,0.01384113
t0,1705702400,0.00065236
t0,1705788800,0.01328789
t0,1705875200,0.02415022
t0,1705961600,0.01692085
t0,1706048000,0.00922888
t0,1706134400,0.01601868
t0,1706220800,0.01418714
t0,1706307200,0.00622936
t0,1706393600,0.00755935
t0,1706480000,0.00695722
t0,1706566400,0.01773098
t0,1706652800,0.01003413
t0,1706739200,0.01526109
t0,1706825600,0.02606143
t0,1706912000,0.01551713
t0,1706998400,0.03211675
t0,1707084800,0.02313384
t0,1707171200,0.03263170
t0,1707257600,0.00649642
t0,1707344000,0.00789851
t0,1707430400,0.01530710
t0,1707516800,0.00774829
t0,1707603200,0.02164459
t0,1707689600,0.01933996
t0,1707776000,0.01108865
t0,1707862400,0.01668419
t0,1707948800,0.02683908
t0,1708035200,0.01155618
t0,1708121600,0.02820474
t0,1708208000,-0.00763815
t0,1708294400,0.01570410
t0,1708380800,0.00628569
t0,1708467200,0.00027701
t0,1708553600,0.00486248
t0,1708640000,0.02304703
t0,1708726400,0.01266058
t0,1708812800,-0.00499027
t0,1708899200,-0.01260635
t0,1708985600,0.02041330
t0,1709072000,0.00082910
t0,1709158400,0.02904635
t0,1709244800,0.01815265
t0,1709331200,0.00130170
t0,1709417600,0.02332191
t0,1709504000,0.01354540
t0,1709590400,0.00182812
t0,1709676800,0.02106620
t0,1709763200,0.00184933
t0,1709849600,0.00348230
t0,1709936000,0.02042657
t0,1710022400,0.00839871
t0,1710108800,0.01317913
t0,1710195200,0.03834544
t0,1710281600,0.01655606
t0,1710368000,0.01799693
t0,1710454400,0.01883770
t0,1710540800,0.00790127
t0,1710627200,0.00698921
t0,1710713600,0.01373070
t0,1710800000,0.01614741
t0,1710886400,0.01906517
t0,1710972800,0.02867281
t0,1711059200,0.02466963
t0,1711145600,0.01288318
t0,1711232000,0.01602556
t0,1711318400,-0.00013738
t0,1711404800,0.01982326
t0,1711491200,0.02375252
t0,1711577600,0.01475893
t0,1711664000,0.01201761
t0,1711750400,0.00897448
t0,1711836800,0.00584870
t0,1711923200,0.00113845
t0,1712009600,0.01563817
t0,1712096000,0.01545721
t0,1712182400,0.00729423
t0,1712268800,0.01578596
t0,1712355200,0.02537285
t0,1712441600,0.01180889
t0,1712528000,0.01226256
t0,1712614400,0.01877680
t0,1712700800,0.00661832
t0,1712787200,0.01783205
t0,1712873600,0.00634881
t0,1712960000,0.01210577
t0,1713046400,0.02305613
t0,1713132800,0.00588588
t0,1713219200,-0.00374489
t0,1713305600,0.01115359
t0,1713392000,0.01251565
t0,1713478400,0.02045294
t0,1713564800,-0.01156397
t0,1713651200,-0.00548295
t0,1713737600,0.00569777
t0,1713824000,0.00806796
t0,1713910400,0.00578867
t0,1713996800,0.01954729
t0,1714083200,0.02771197
t0,1714169600,0.00126455
t0,1714256000,0.00515055
t0,1714342400,0.01374000
t0,1714428800,0.02785386
t0,1714515200,0.01946488
t0,1714601600,0.02504019
t0,1714688000,0.01446414
t0,1714774400,0.00221385
t0,1714860800,0.01795934
t0,1714947200,0.01757721
t0,1715033600,0.02852172
t0,1715120000,0.02796704
t0,1715206400,0.01276963
t0,1715292800,0.01302278
t0,1715379200,0.01546945
t0,1715465600,-0.00905433
t0,1715552000,0.01779230
t0,1715638400,-0.00529884
t0,1715724800,0.02741800
t0,1715811200,0.01591843
t0,1715897600,0.00102133
t0,1715984000,0.01334216
t0,1716070400,0.01229079
t0,1716156800,0.01615512
t0,1716243200,0.01281968
t0,1716329600,0.02659943
t0,1716416000,0.01188436
t0,1716502400,0.01962344
t0,1716588800,0.00574666
t0,1716675200,0.00298248
t0,1716761600,0.01110083
t0,1716848000,0.01518472
t0,1716934400,0.03248987
t0,1717020800,0.02159281
t0,1717107200,0.00268056
t0,1717193600,0.01925186
t0,1717280000,0.01381954
t0,1717366400,0.01462831
t0,1717452800,-0.00903870
t0,1717539200,0.01752363
t0,1717625600,0.02041450
t0,1717712000,0.03535393
t0,1717798400,0.00742645
t0,1717884800,0.01777518
t0,1717971200,0.01347390
t0,1718057600,0.01779837
t0,1718144000,0.00078947
t0,1718230400,0.02269111
t0,1718316800,0.00563216
t0,1718403200,-0.00487257
t0,1718489600,0.00982725
t0,1718576000,0.01744530
t0,1718662400,0.01779909
t0,1718748800,0.00399213
t0,1718835200,0.02574576
t0,1718921600,0.00856833
t0,1719008000,-0.00491228
t0,1719094400,0.01959680
t0,1719180800,0.03065073
t0,1719267200,0.03104780
t0,1719353600,0.02515915
t0,1719440000,0.01052872
t0,1719526400,0.02081520
t0,1719612800,0.03536425
t0,1719699200,0.01811851
t0,1719785600,0.01938002
t0,1719872000,0.00384392
t0,1719958400,0.01942695
t0,1720044800,-0.00100337
t0,1720131200,0.03041226
t0,1720217600,0.00956672
t0,1720304000,0.00970679
t0,1720390400,0.00758871
t0,1720476800,0.01065394
t0,1720563200,-0.00117327
t0,1720649600,0.01516847
t0,1720736000,0.02616776
t0,1720822400,0.01282501
t0,1720908800,-0.01103077
t0,1720995200,-0.00533816
t0,1721081600,0.00528767
t0,1721168000,0.02109234
t0,1721254400,0.02350472
t0,1721340800,0.00662750
t0,1721427200,0.01433261
t0,1721513600,0.01343947
t0,1721600000,0.02534473
t0,1721686400,0.01659828
t0,1721772800,0.02108121
t0,1721859200,0.02043788
t0,1721945600,0.02002796
t0,1722032000,0.02298058
t0,1722118400,0.01822932
t0,1722204800,0.01864093
t0,1722291200,0.01159210
t0,1722377600,0.02211331
t0,1722464000,0.00859481
t0,1722550400,0.01909834
t0,1722636800,0.00367486
t0,1722723200,0.01129929
t0,1722809600,0.00641283
t0,1722896000,0.01375942
t0,1722982400,0.02346027
t0,1723068800,-0.00417453
t0,1723155200,0.01227447
t0,1723241600,0.01229146
t0,1723328000,0.02670810
t0,1723414400,0.01594972
t0,1723500800,0.00737063
t0,1723587200,0.01826963
t0,1723673600,0.00722748
t0,1723760000,0.03075518
t0,1723846400,0.00958891
t0,1723932800,0.04237465
t0,1724019200,0.01092370
t0,1724105600,0.01570680
t0,1724192000,0.03465457
t0,1724278400,0.00837050
t0,1724364800,0.01233125
t0,1724451200,0.00081629
t0,1724537600,0.02055103
t0,1724624000,-0.01219382
t0,1724710400,0.01789676
t0,1724796800,-0.01009448
t0,1724883200,0.01749448
t0,1724969600,0.02129575
t0,1725056000,0.02160487
t0,1725142400,0.01090018
t0,1725228800,0.02596470
t0,1725315200,0.00361110
t0,1725401600,0.01174618
t0,1725488000,0.02903244
t0,1725574400,0.02596542
t0,1725660800,0.02015385
t0,1725747200,0.00027777
t0,1725833600,0.01925148
t1,1700000000,0.00740309
t1,1700086400,0.01844371
t1,1700172800,0.03266876
t1,1700259200,0.02021163
t1,1700345600,0.02343508
t1,1700432000,0.00937283
t1,1700518400,0.01296520
t1,1700604800,-0.00006639
t1,1700691200,0.02392288
t1,1700777600,0.01600006
t1,1700864000,0.02569159
t1,1700950400,0.01432505
t1,1701036800,0.01714695
t1,1701123200,0.00529489
t1,1701209600,0.01885632
t1,1701296000,0.02069438
t1,1701382400,0.00893743
t1,1701468800,0.02263872
t1,1701555200,0.00249694
t1,1701641600,-0.00378072
t1,1701728000,0.01799717
t1,1701814400,0.02113609
t1,1701900800,0.00699082
t1,1701987200,0.02034108
t1,1702073600,0.01811807
t1,1702160000,0.00282385
t1,1702246400,0.01189445
t1,1702332800,0.01115287
t1,1702419200,0.02123019
t1,1702505600,0.02204984
t1,1702592000,0.00736370
t1,1702678400,0.03153626
t1,1702764800,0.00981927
t1,1702851200,0.02630966
t1,1702937600,0.01865345
t1,1703024000,0.01630020
t1,1703110400,0.02381250
t1,1703196800,0.00959077
t1,1703283200,0.00083836
t1,1703369600,0.00858984
t1,1703456000,0.00750041
t1,1703542400,0.01357022
t1,1703628800,0.01388422
t1,1703715200,0.01282882
t1,1703801600,0.02316211
t1,1703888000,0.00448848
t1,1703974400,0.01529724
t1,1704060800,0.02638682
t1,1704147200,0.02664353
t1,1704233600,0.02133556
t1,1704320000,0.01880958
t1,1704406400,0.03853754
t1,1704492800,0.00513840
t1,1704579200,0.01755428
t1,1704665600,0.01415471
t1,1704752000,0.02783117
t1,1704838400,0.01850794
t1,1704924800,0.01475416
t1,1705011200,0.02601160
t1,1705097600,0.02711510
t1,1705184000,0.00515655
t1,1705270400,0.00418398
t1,1705356800,0.02147011
t1,1705443200,0.00975873
t1,1705529600,0.00438164
t1,1705616000,0.01284113
t1,1705702400,-0.00034764
t1,1705788800,0.01228789
t1,1705875200,0.02315022
t1,1705961600,0.01592085
t1,1706048000,0.00822888
t1,1706134400,0.01501868
t1,1706220800,0.01318714
t1,1706307200,0.00522936
t1,1706393600,0.00655935
t1,1706480000,0.00595722
t1,1706566400,0.01673098
t1,1706652800,0.00903413
t1,1706739200,0.01426109
t1,1706825600,0.02506143
t1,1706912000,0.01451713
t1,1706998400,0.03111675
t1,1707084800,0.02213384
t1,1707171200,0.03163170
t1,1707257600,0.00549642
t1,1707344000,0.00689851
t1,1707430400,0.01430710
t1,1707516800,0.00674829
t1,1707603200,0.02064459
t1,1707689600,0.01833996
t1,1707776000,0.01008865
t1,1707862400,0.01568419
t1,1707948800,0.02583908
t1,1708035200,0.01055618
t1,1708121600,0.02720474
t1,1708208000,-0.00863815
t1,1708294400,0.01470410
t1,1708380800,0.00528569
t1,1708467200,-0.00072299
t1,1708553600,0.00386248
t1,1708640000,0.02204703
t1,1708726400,0.01166058
t1,1708812800,-0.00599027
t1,1708899200,-0.01360635
t1,1708985600,0.01941330
t1,1709072000,-0.00017090
t1,1709158400,0.02804635
t1,1709244800,0.01715265
t1,1709331200,0.00030170
t1,1709417600,0.02232191
t1,1709504000,0.01254540
t1,1709590400,0.00082812
t1,1709676800,0.02006620
t1,1709763200,0.00084933
t1,1709849600,0.00248230
t1,1709936000,0.01942657
t1,1710022400,0.00739871
t1,1710108800,0.01217913
t1,1710195200,0.03734544
t1,1710281600,0.01555606
t1,1710368000,0.01699693
t1,1710454400,0.01783770
t1,1710540800,0.00690127
t1,1710627200,0.00598921
t1,1710713600,0.01273070
t1,1710800000,0.01514741
t1,1710886400,0.01806517
t1,1710972800,0.02767281
t1,1711059200,0.02366963
t1,1711145600,0.01188318
t1,1711232000,0.01502556
t1,1711318400,-0.00113738
t1,1711404800,0.01882326
t1,1711491200,0.02275252
t1,1711577600,0.01375893
t1,1711664000,0.01101761
t1,1711750400,0.00797448
t1,1711836800,0.00484870
t1,1711923200,0.00013845
t1,1712009600,0.01463817
t1,1712096000,0.01445721
t1,1712182400,0.00629423
t1,1712268800,0.01478596
t1,1712355200,0.02437285
t1,1712441600,0.01080889
t1,1712528000,0.01126256
t1,1712614400,0.01777680
t1,1712700800,0.00561832
t1,1712787200,0.01683205
t1,1712873600,0.00534881
t1,1712960000,0.01110577
t1,1713046400,0.02205613
t1,1713132800,0.00488588
t1,1713219200,-0.00474489
t1,1713305600,0.01015359
t1,1713392000,0.01151565
t1,1713478400,0.01945294
t1,1713564800,-0.01256397
t1,1713651200,-0.00648295
t1,1713737600,0.00469777
t1,1713824000,0.00706796
t1,1713910400,0.00478867
t1,1713996800,0.01854729
t1,1714083200,0.02671197
t1,1714169600,0.00026455
t1,1714256000,0.00415055
t1,1714342400,0.01274000
t1,1714428800,0.02685386
t1,1714515200,0.01846488
t1,1714601600,0.02404019
t1,1714688000,0.01346414
t1,1714774400,0.00121385
t1,1714860800,0.01695934
t1,1714947200,0.01657721
t1,1715033600,0.02752172
t1,1715120000,0.02696704
t1,1715206400,0.01176963
t1,1715292800,0.01202278
t1,1715379200,0.01446945
t1,1715465600,-0.01005433
t1,1715552000,0.01679230
t1,1715638400,-0.00629884
t1,1715724800,0.02641800
t1,1715811200,0.01491843
t1,1715897600,0.00002133
t1,1715984000,0.01234216
t1,1716070400,0.01129079
t1,1716156800,0.01515512
t1,1716243200,0.01181968
t1,1716329600,0.02559943
t1,1716416000,0.01088436
t1,1716502400,0.01862344
t1,1716588800,0.00474666
t1,1716675200,0.00198248
t1,1716761600,0.01010083
t1,1716848000,0.01418472
t1,1716934400,0.03148987
t1,1717020800,0.02059281
t1,1717107200,0.00168056
t1,1717193600,0.01825186
t1,1717280000,0.01281954
t1,1717366400,0.01362831
t1,1717452800,-0.01003870
t1,1717539200,0.01652363
t1,1717625600,0.01941450
t1,1717712000,0.03435393
t1,1717798400,0.00642645
t1,1717884800,0.01677518
t1,1717971200,0.01247390
t1,1718057600,0.01679837
t1,1718144000,-0.00021053
t1,1718230400,0.02169111
t1,1718316800,0.00463216
t1,1718403200,-0.00587257
t1,1718489600,0.00882725
t1,1718576000,0.01644530
t1,1718662400,0.01679909
t1,1718748800,0.00299213
t1,1718835200,0.02474576
t1,1718921600,0.00756833
t1,1719008000,-0.00591228
t1,1719094400,0.01859680
t1,1719180800,0.02965073
t1,1719267200,0.03004780
t1,1719353600,0.02415915
t1,1719440000,0.00952872
t1,1719526400,0.01981520
t1,1719612800,0.03436425
t1,1719699200,0.01711851
t1,1719785600,0.01838002
t1,1719872000,0.00284392
t1,1719958400,0.01842695
t1,1720044800,-0.00200337
